05:13:30 [DefaultDispatcher-worker-2] SdkWalletBinder - address-window heal v2 applied on 65384bdf…: gaps widened, backfill coverage invalidated — next gate pass rewinds with the widened script set
05:43:48 [DefaultDispatcher-worker-11] SdkWalletBinder - DashPay contact coverage: not determinable on 65384bdf… (syncedHeight=1556565, receivedContactFloor=null, contacts=0)
05:44:50 [DefaultDispatcher-worker-2] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
05:44:50 [DefaultDispatcher-worker-2] SdkWalletBinder - DashPay contact coverage OK on 65384bdf…: scan at 1556565 is at or below the earliest received contact height 1556565 (1 contact request(s))
05:45:52 [DefaultDispatcher-worker-8] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
05:45:52 [DefaultDispatcher-worker-8] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556566 but the earliest received contact request sits at core height 1556565 (1 blocks below, 1 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
05:46:54 [DefaultDispatcher-worker-12] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
05:46:54 [DefaultDispatcher-worker-12] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556568 but the earliest received contact request sits at core height 1556565 (3 blocks below, 1 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
05:47:57 [DefaultDispatcher-worker-11] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
05:47:57 [DefaultDispatcher-worker-11] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556568 but the earliest received contact request sits at core height 1556565 (3 blocks below, 1 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
05:48:59 [DefaultDispatcher-worker-5] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
05:48:59 [DefaultDispatcher-worker-5] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556568 but the earliest received contact request sits at core height 1556565 (3 blocks below, 1 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
05:50:01 [DefaultDispatcher-worker-13] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
05:50:01 [DefaultDispatcher-worker-12] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556570 but the earliest received contact request sits at core height 1556565 (5 blocks below, 1 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
05:51:03 [DefaultDispatcher-worker-6] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
05:51:03 [DefaultDispatcher-worker-6] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556570 but the earliest received contact request sits at core height 1556565 (5 blocks below, 1 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
05:52:05 [DefaultDispatcher-worker-1] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
05:52:05 [DefaultDispatcher-worker-10] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556570 but the earliest received contact request sits at core height 1556565 (5 blocks below, 1 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
05:53:08 [DefaultDispatcher-worker-15] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
05:53:08 [DefaultDispatcher-worker-15] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556570 but the earliest received contact request sits at core height 1556565 (5 blocks below, 1 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
05:54:06 [DefaultDispatcher-worker-9] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
05:54:06 [DefaultDispatcher-worker-9] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556571 but the earliest received contact request sits at core height 1556565 (6 blocks below, 1 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
05:54:23 [DefaultDispatcher-worker-13] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
05:54:23 [DefaultDispatcher-worker-13] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556571 but the earliest received contact request sits at core height 1556565 (6 blocks below, 1 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
05:55:21 [DefaultDispatcher-worker-7] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
05:55:21 [DefaultDispatcher-worker-7] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556572 but the earliest received contact request sits at core height 1556565 (7 blocks below, 1 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
05:56:29 [DefaultDispatcher-worker-8] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
05:56:29 [DefaultDispatcher-worker-8] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556572 but the earliest received contact request sits at core height 1556565 (7 blocks below, 1 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
05:57:00 [DefaultDispatcher-worker-16] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
05:57:00 [DefaultDispatcher-worker-16] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556572 but the earliest received contact request sits at core height 1556565 (7 blocks below, 1 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
05:58:08 [DefaultDispatcher-worker-9] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
05:58:08 [DefaultDispatcher-worker-9] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556573 but the earliest received contact request sits at core height 1556565 (8 blocks below, 1 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
05:58:25 [DefaultDispatcher-worker-16] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
05:58:25 [DefaultDispatcher-worker-16] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556573 but the earliest received contact request sits at core height 1556565 (8 blocks below, 1 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
05:59:29 [DefaultDispatcher-worker-5] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
05:59:29 [DefaultDispatcher-worker-5] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556573 but the earliest received contact request sits at core height 1556565 (8 blocks below, 1 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
06:00:32 [DefaultDispatcher-worker-4] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
06:00:32 [DefaultDispatcher-worker-4] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556573 but the earliest received contact request sits at core height 1556565 (8 blocks below, 1 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
06:01:14 [DefaultDispatcher-worker-1] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
06:01:14 [DefaultDispatcher-worker-13] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556573 but the earliest received contact request sits at core height 1556565 (8 blocks below, 1 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
06:01:14 [DefaultDispatcher-worker-7] DashSdkServiceImpl - removing SDK wallet 65384bdf… — full persistence cascade (Room wallet/identity/TXO/address/shielded rows, Keystore-backed identity keys and mnemonic, native wallet handle); dashj state is untouched and the next bind re-creates the same deterministic wallet id from the app seed
06:02:35 [DefaultDispatcher-worker-11] SdkWalletBinder - address-window heal v2 applied on abc0b731…: gaps widened, backfill coverage invalidated — next gate pass rewinds with the widened script set
06:16:34 [DefaultDispatcher-worker-13] SdkWalletBinder - DashPay receival-account coverage on abc0b731…: channelsWePublished=0, receivalAccounts=0, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
06:16:34 [DefaultDispatcher-worker-13] SdkWalletBinder - DashPay contact coverage: not determinable on abc0b731… (syncedHeight=1556578, receivedContactFloor=null, contacts=0)
06:17:37 [DefaultDispatcher-worker-4] SdkWalletBinder - DashPay receival-account coverage on abc0b731…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
06:17:37 [DefaultDispatcher-worker-4] SdkWalletBinder - DashPay contact coverage DEBT on abc0b731…: the filter scan is at 1556579 but the earliest received contact request sits at core height 1556578 (1 blocks below, 1 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
06:18:51 [DefaultDispatcher-worker-8] SdkWalletBinder - DashPay receival-account coverage on abc0b731…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
06:18:51 [DefaultDispatcher-worker-8] SdkWalletBinder - DashPay contact coverage DEBT on abc0b731…: the filter scan is at 1556580 but the earliest received contact request sits at core height 1556578 (2 blocks below, 1 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
06:19:04 [DefaultDispatcher-worker-12] SdkWalletBinder - DashPay receival-account coverage on abc0b731…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
06:19:04 [DefaultDispatcher-worker-12] SdkWalletBinder - DashPay contact coverage DEBT on abc0b731…: the filter scan is at 1556580 but the earliest received contact request sits at core height 1556578 (2 blocks below, 1 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
06:19:05 [DefaultDispatcher-worker-9] DashSdkServiceImpl - removing SDK wallet abc0b731… — full persistence cascade (Room wallet/identity/TXO/address/shielded rows, Keystore-backed identity keys and mnemonic, native wallet handle); dashj state is untouched and the next bind re-creates the same deterministic wallet id from the app seed
06:20:30 [DefaultDispatcher-worker-5] SdkWalletBinder - address-window heal v2 applied on 65384bdf…: gaps widened, backfill coverage invalidated — next gate pass rewinds with the widened script set
06:22:59 [DefaultDispatcher-worker-9] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
06:22:59 [DefaultDispatcher-worker-9] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556583 but the earliest received contact request sits at core height 1556575 (8 blocks below, 3 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
06:24:02 [DefaultDispatcher-worker-1] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
06:24:02 [DefaultDispatcher-worker-1] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556584 but the earliest received contact request sits at core height 1556575 (9 blocks below, 3 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
06:25:05 [DefaultDispatcher-worker-6] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
06:25:05 [DefaultDispatcher-worker-6] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556585 but the earliest received contact request sits at core height 1556575 (10 blocks below, 3 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
06:26:07 [DefaultDispatcher-worker-10] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
06:26:07 [DefaultDispatcher-worker-10] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556585 but the earliest received contact request sits at core height 1556575 (10 blocks below, 3 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
06:27:09 [DefaultDispatcher-worker-9] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
06:27:09 [DefaultDispatcher-worker-9] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556585 but the earliest received contact request sits at core height 1556575 (10 blocks below, 3 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
06:28:12 [DefaultDispatcher-worker-12] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
06:28:12 [DefaultDispatcher-worker-13] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556585 but the earliest received contact request sits at core height 1556575 (10 blocks below, 3 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
06:29:16 [DefaultDispatcher-worker-13] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
06:29:16 [DefaultDispatcher-worker-13] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556585 but the earliest received contact request sits at core height 1556575 (10 blocks below, 3 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
06:30:14 [DefaultDispatcher-worker-3] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
06:30:14 [DefaultDispatcher-worker-3] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556585 but the earliest received contact request sits at core height 1556575 (10 blocks below, 3 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
06:31:18 [DefaultDispatcher-worker-9] SdkWalletBinder - DashPay receival-account coverage on 65384bdf…: channelsWePublished=1, receivalAccounts=1, dark=0 — a dark contact's receiving addresses are in no watched script set (permanently-dark candidate under the SDK's re-enqueue asymmetry)
06:31:18 [DefaultDispatcher-worker-9] SdkWalletBinder - DashPay contact coverage DEBT on 65384bdf…: the filter scan is at 1556585 but the earliest received contact request sits at core height 1556575 (10 blocks below, 3 contact request(s)). Payments to those chains were scanned past. This is reported, not repaired — see §17 of the upgrade memory and sync plan
